Target,,,,,Accounts,,,,,,API Calls,,,,,,Algorithm,Supported Algorithms,,,,,,,,,,Modes,,,,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Credential ID Length,Credential ID Unused,,,Allow Credentials,Non-Discoverable Identification,Discoverable Identification,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Backup Eligible,,Signature,Signature Counter,,,,,Account Enumeration,,,Registration,,,Authentication,,,Responsible Disclosure,,,
DEXT,dext.com,70179,LJ,MW,TRUE,TRUE,TRUE,https://app.dext.com/en/sign/in,https://app.dext.com/delta/settings/user/profile,Password,"{
  ""rp"": {
    ""name"": ""Dext""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""Donald Demoson"",
    ""id"": ""VlhObGNpMDBOek0xTWpBMA""
  },
  ""challenge"": ""cE4zQU9ObGxuQjVOSF9hSUs5a0ZVbVdSZ1JqUldwR0lmQm5EdUlsWkU1SQ"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 120000,
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""userVerification"": ""required""
  },
  ""attestation"": ""none""
}","{
  ""origin"": ""https://app.dext.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""elBvbktCSWZLWEdWejBGdkVyZWVHaGJyQUtKd2JnNmFOaUxwNV9QdGVpQQ"",
  ""timeout"": 120000,
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://app.dext.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Success,Success,Success,Success,Failure,Failure,Failure,N/A,N/A,Success,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Success,Success,Success,Success,N/A,Failure,Failure,,,,,N/A,N/A,N/A,,,,,,,,,,
aID,dt.no,70891,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Headway,headway.co,71480,MW,,TRUE,TRUE,TRUE,https://login.headway.co/u/login/identifier?state=hKFo2SB1Nk01WDNQcUlBNHZUSlNHZkU4ZE9BYWRhRjgyNk15daFur3VuaXZlcnNhbC1sb2dpbqN0aWTZIEF2a19qX2pDb0I2S0xNSkFRRDRocnI1WldDaXR0N1lPo2NpZNkgSWcyNHpoa29LZkQ2bWhYcjk2R3F2VTR4MnhUVGFCUFk,https://care.headway.co/settings,Password,"{
  ""rp"": {
    ""name"": ""headway-co"",
    ""id"": ""login.headway.co""
  },
  ""user"": {
    ""name"": ""Donald Demoson"",
    ""displayName"": ""Donald"",
    ""id"": ""cG9wTlVNZW9BeEZtRzRhZUlNS09kTlhncmZJQWxlZkNYc09HS2I1N1NCMGsyZVlhTHhyVUllbmhNV1VQSXVZaw""
  },
  ""challenge"": ""JiYeAr7VoUGnfGZLI3_0CQyi6HzaRCS9gXnThQPiy3Y"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [],
  ""authenticatorSelection"": {
    ""authenticatorAttachment"": ""cross-platform"",
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""none""
}","{
  ""origin"": ""https://login.headway.co"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""JZlWoDBIQvIt6sF6nLbG1Dd49PCDQlPI3fuxIj1keqs"",
  ""timeout"": 60000,
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""t3TxZR80VhG8TKDblysN07fP-SAYXVeM8j8XVGJUHtU"",
      ""transports"": [
        ""usb"",
        ""nfc"",
        ""ble"",
        ""usb""
      ]
    }
  ],
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://login.headway.co"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",FALSE,FALSE,Success,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,
aID,h-avis.no,71523,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,f-b.no,71880,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nulab,nulab.com,72225,MW,MW,TRUE,TRUE,TRUE,https://apps.nulab.com/signin,https://apps.nulab.com/profile/security/mfa,--,"{
  ""rp"": {
    ""name"": ""Nulab Apps"",
    ""id"": ""apps.nulab.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""Donald Demoson"",
    ""id"": ""RkFCVEpTQThYQW5RdG1UT1J2UmpWZWhLNFFkcDN6OFZPTFoxcGR0ZzRMQzFRSGpCOTQ""
  },
  ""challenge"": ""d_qwPZfDLxgTZ50Bw5ytyYVJC518BGIOQMecoFsW8Nc"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    }
  ],
  ""timeout"": 120000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""t3TxZR80VhG8TKDblysN07fP-SAYXVeM8j8XVGJUHtU""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""7bv9W0JIThbKKdMergJ_jdzhCpXaNRPr4jBTFPlSl30""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""NS8lFo7UDrdur6xPxGA8v2yYhooGwx_GD49-Yf4197k""
    }
  ],
  ""authenticatorSelection"": {
    ""authenticatorAttachment"": ""cross-platform"",
    ""residentKey"": ""preferred"",
    ""requireResidentKey"": false,
    ""userVerification"": ""required""
  },
  ""hints"": [],
  ""attestation"": ""none"",
  ""extensions"": {
    ""credProps"": true
  }
}","{
  ""origin"": ""https://apps.nulab.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""1tp6SYpFKbeiBwxSENU1h9O9oBjWZTdyrinfjIxJAU0"",
  ""timeout"": 120000,
  ""rpId"": ""apps.nulab.com"",
  ""allowCredentials"": [],
  ""userVerification"": ""required"",
  ""hints"": [],
  ""extensions"": {}
}","{
  ""origin"": ""https://apps.nulab.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,Failure,Failure,Failure,N/A,Failure,Success,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
Ubie,ubie.app,72503,,,Geolocation restricted,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,rb.no,72530,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air New Zealand,airnewzealand.com,72613,LJ,MW,TRUE,TRUE,TRUE,https://www.airnewzealand.com/,https://www.airnewzealand.com/identity/ssi/identity/mfa,-,"{
  ""rp"": {
    ""name"": ""Air New Zealand"",
    ""id"": ""identity.airnewzealand.com""
  },
  ""user"": {
    ""name"": ""26239103"",
    ""displayName"": ""Donald Demoson"",
    ""id"": ""N2JjYWY0Y2EtNTgwZC00MTdmLWI5YjItOTI1OWM0YTBiZDM0""
  },
  ""challenge"": ""8v8ALKNBTbWPDLloBeD2ym6pPTalLC3d1nFTY1mP3F0"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""z_X95z-TYbmeaGfnYhXeFPMKB7u47FqkL-6v_jaXh4g"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""requireResidentKey"": true,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""none"",
  ""extensions"": {
    ""credProps"": true
  }
}","{
  ""origin"": ""https://identity.airnewzealand.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""Q-Jo8XxR7VI3mLMha83bTXRiS567PEc9-c1Pzi8iKYY"",
  ""timeout"": 60000,
  ""rpId"": ""identity.airnewzealand.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""z_X95z-TYbmeaGfnYhXeFPMKB7u47FqkL-6v_jaXh4g"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://identity.airnewzealand.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Success,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Failure,Success,Failure,Failure,Failure,Failure,Success,Success,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,Failure,Failure,N/A,Failure,Failure,N/A,Failure,Success,,,,,FALSE,TRUE,TRUE,Verify number,Verify number,Verify number,"Airpoints™ number / username doesn't match our records.
","Enter code from email
","{
  ""challenge"": ""kJIUlaMoIE4Pg5XZx-bZYUfac9Iot55Rey5d-vceAKk"",
  ""timeout"": 60000,
  ""rpId"": ""identity.airnewzealand.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""z_X95z-TYbmeaGfnYhXeFPMKB7u47FqkL-6v_jaXh4g"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""userVerification"": ""preferred""
}",,,,
Standard Notes,standardnotes.com,73035,,,No passkeys available,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,an.no,73192,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,ta.no,74386,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,tb.no,74482,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,ulstu.ru,76642,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABANCA,abanca.com,77235,,,Personal identification required,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,t-a.no,77896,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,gd.no,78022,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOKYU,tokyu.co.jp,79122,,,Website down,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weclapp,weclapp.com,80583,MW,,TRUE,TRUE,TRUE,https://zozmigmeeavwdbf.weclapp.com/app/login,https://ntwfgfbpzxtdgzp.weclapp.com/app/my-settings,--,"{
  ""rp"": {
    ""name"": ""weclapp"",
    ""id"": ""ntwfgfbpzxtdgzp.weclapp.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""Donal Demoson"",
    ""id"": ""ZDFlMjE0MzktY2RhYS00MGZlLWFmZTgtMGZmNTU4MmM0OTM3""
  },
  ""challenge"": ""wiiesEzpq8SYrt-CrUGs70oFfnShC0J9bGlfAyGmQbk"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    }
  ],
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""t3TxZR80VhG8TKDblysN07fP-SAYXVeM8j8XVGJUHtU""
    }
  ],
  ""authenticatorSelection"": {
    ""userVerification"": ""discouraged""
  },
  ""hints"": [],
  ""attestation"": ""none"",
  ""extensions"": {
    ""appidExclude"": ""https://ntwfgfbpzxtdgzp.weclapp.com"",
    ""credProps"": true
  }
}","{
  ""origin"": ""https://ntwfgfbpzxtdgzp.weclapp.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""LMG1PNre-fBXw29VvC3RAX4U-BMjiVNjsIzJenIK1vY"",
  ""rpId"": ""ntwfgfbpzxtdgzp.weclapp.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""t3TxZR80VhG8TKDblysN07fP-SAYXVeM8j8XVGJUHtU""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""NS8lFo7UDrdur6xPxGA8v2yYhooGwx_GD49-Yf4197k""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""7bv9W0JIThbKKdMergJ_jdzhCpXaNRPr4jBTFPlSl30""
    }
  ],
  ""userVerification"": ""discouraged"",
  ""hints"": [],
  ""extensions"": {
    ""appid"": ""https://ntwfgfbpzxtdgzp.weclapp.com""
  }
}","{
  ""origin"": ""https://ntwfgfbpzxtdgzp.weclapp.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
Ory Cloud,ory.sh,81307,MW,,TRUE,TRUE,TRUE,https://console.ory.sh/login,https://console.ory.sh/settings?flow=1ec1ce6e-cbd1-4c07-84cf-4528e30851e6#password,--,"{
  ""rp"": {
    ""name"": ""Ory"",
    ""id"": ""console.ory.sh""
  },
  ""user"": {
    ""name"": ""Ory"",
    ""displayName"": ""Ory"",
    ""id"": ""a2iEpbqFSey5as44H9kZLw""
  },
  ""challenge"": ""Mg5PvLCi0bMhID5AALsG9jcpJDppfgFOLDNwK6-KJig"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 120000,
  ""authenticatorSelection"": {
    ""userVerification"": ""discouraged""
  }
}","{
  ""origin"": ""https://console.ory.sh"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""2jVufa-0UY9DW_gL532llgKQdC-pu6uQEdbcwqGfzXg"",
  ""timeout"": 120000,
  ""rpId"": ""console.ory.sh"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""t3TxZR80VhG8TKDblysN07fP-SAYXVeM8j8XVGJUHtU""
    }
  ],
  ""userVerification"": ""discouraged""
}","{
  ""origin"": ""https://console.ory.sh"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
N/A,vinci-autoroutes.com,81831,,,Website down,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delinea,delinea.com,83122,,,Business email required,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turnkey,turnkey.com,87559,MW,,TRUE,TRUE,TRUE,https://app.turnkey.com/dashboard/auth/login?step=1,https://app.turnkey.com/dashboard/users/detail?id=49931370-531b-4eb1-ad91-ecd5eecbe9b1,-,"{
  ""rp"": {
    ""name"": ""Turnkey"",
    ""id"": ""turnkey.com""
  },
  ""user"": {
    ""name"": ""daisy.demoson@gmail.com"",
    ""displayName"": ""daisy.demoson@gmail.com"",
    ""id"": ""YWNmYjNiMmMtZjZhZi00ODUxLWJhNjUtMzFmNzBmZDNiNGRl""
  },
  ""challenge"": ""DibyRV4amSzj7TvkI12Y-tpAN00ihlCn4tEF3zetL6U"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""DmOA9BoRZ79TqjvYQHqfsVyqUX_wQdH7Ut_ItxbFmGE"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""authenticatorAttachment"": ""platform"",
    ""residentKey"": ""discouraged"",
    ""requireResidentKey"": false,
    ""userVerification"": ""discouraged""
  },
  ""attestation"": ""direct""
}","{
  ""origin"": ""https://app.turnkey.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""r3SYqGnvz_lnsLGW4PP7NLwpdUVZQ7RV649IEZcxlcg"",
  ""timeout"": 300000,
  ""rpId"": ""turnkey.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""t3TxZR80VhG8TKDblysN07fP-SAYXVeM8j8XVGJUHtU"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""userVerification"": ""discouraged"",
  ""extensions"": {}
}","{
  ""origin"": ""https://app.turnkey.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
CVS Specialty,cvsspecialty.com,87644,,,Foreign phone required,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passly,idagent.com,87721,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devolutions,devolutions.com,88003,MW,MW,TRUE,TRUE,TRUE,https://login.devolutions.com/op/login,https://portal.devolutions.com/security/key,Password,"{
  ""rp"": {
    ""name"": ""Devolutions Inc."",
    ""id"": ""devolutions.com""
  },
  ""user"": {
    ""name"": ""Donald Demoson"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""aLoa6czBQ2aPE6NUfbT7DQ""
  },
  ""challenge"": ""L3uRJ0yZlAJZkd3dZ92OMuSr7yTGLqYQnppHUElr5KA"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""t3TxZR80VhG8TKDblysN07fP-SAYXVeM8j8XVGJUHtU""
    }
  ],
  ""authenticatorSelection"": {
    ""userVerification"": ""preferred""
  }
}","{
  ""origin"": ""https://portal.devolutions.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""hkMF-XEiPrdkzQUxbmgGDSkck7lTc03uHZ7DfKO5Sdw"",
  ""rpId"": ""devolutions.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""t3TxZR80VhG8TKDblysN07fP-SAYXVeM8j8XVGJUHtU""
    }
  ],
  ""userVerification"": ""required""
}","{
  ""origin"": ""https://login.devolutions.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,N/A,Failure,N/A,Success,Success,Failure,Failure,Failure,Failure,Failure,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Derived,Derived,Failure,Failure,N/A,Failure,Failure,Success,Success,Success,Failure,Failure,,,,Failure,TRUE,TRUE,TRUE,"Your account has been successfully created, but it needs to be activated. Please check your email, an activation link has been sent.","This email address is already in use.
","This email address is already in use.
","We are not able to find your Devolutions Account
",Password prompt,Passkey prompt,,,,
Gitea,sheetjs.com,88110,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
